	RGA1	AT2G04100	AT2G10940	AGP9	MYB7	HIS1.3	AT2G19310	TET2	HB6	SVP	AT2G28400	CYP707A2	AT2G31110	AT2G33830	EXL7	AT2G36220	ABI5	AT2G36630	PIP2B	EXP3	AT2G37750	LTP2	PIP2E	AT2G39980	HSPRO2	EXPA8	CAMBP25	ORS1	AT2G41760	MAX2	AT2G42900	IBH1	SSI2	ARL	PIP1B	GBF3	RS31a	TSPO	AGP26	AT3G04010	AT3G08030	ATERDJ3A	AT3G11690	AT3G11930	AT3G12050	AT3G14200	AT3G15770	AT3G17100	AT3G17520	AT3G03870	HB.1	AT3G03270	ETR2	AT3G23170	AT3G26510	AFP3	AT3G43430	CYP71A25	AT3G50560	PIP2A	EP3	AT3G54510	AT3G57010	AT3G57400	ARGOS	AT3G62650	ATG8B	AT4G05070	CYTC.2	HKT1	RHA1B	AT4G12510	AT4G12520	FLA2	XTH15	AT4G14270	AT4G14930	IAGLU	RALFL33	EXLB1	TIP2;2	G3Pp4	HSA32	AT4G25260	WES1	AT4G27280	YUC8	XTH24	XTH19	AT4G32480	ABF3	AT4G34770	AT4G35720	AT4G38860	ST2B	ST2A	AT5G10770	AT5G12940	AT5G13500	AT5G02760	AT5G14690	FDH	AT5G17780	AT5G18030	AT5G01740	SIS	AT5G02230	DIP2	AT5G19120	AT5G23870	ESE3	EBF2	GID1C	NAC6	AT5G43450	AT5G44260	HAT2	AT5G47420	TDT	PAT1	AT5G49170	AT5G49700	AT5G50335	AT5G50360	OLEO3	AT5G51440	HB52	PBP1	COL5	AT5G57760	AT5G59845	AT5G60840	OBP4	AT5G66590	UGT72E2	AT1G06980	SR30	AT1G09250	AT1G10140	AT1G11210	ATBETAFRUCT4	AT1G02470	RTFL17	AT1G13990	AT1G14890	AT1G16850	AT1G21680	AT1G22190	AT1G22910	AT1G26800	ASG4	YUC3	ERS2	DYL1	GA2OX2	AT1G32520	AT1G36060	AT1G36940	AT1G44830	CXE5	AT1G53180	ZF14	AT1G61667	AT1G62770	ENODL8	MGL	AT1G65490	AT1G66080	AT1G66540	AT1G68620	NAP	NRT1.2	AT1G70000	AT1G70985	AT1G71110	AT1G73480	BEE3	UBC16	AT1G75490	NAC032	ECT8	AT1G79520	SAG20	RTFL12	AT4G36648	AT1G29465	SAUR29
AT5G23870	2.0403	-1.553	1.4875	0.7175	0.9544	-0.8225	-0.9804	-0.9409	1.4677	0.6583	-0.2302	0.6583	4.2317	0.5003	-1.7307	0.1449	-1.2568	0.8754	-0.7632	0.2634	-0.092	-1.0989	1.0334	1.369	-0.2104	0.3621	0.2042	0.6977	0.7175	0.8754	-0.5066	1.7046	0.599	3.5013	-0.5658	-1.474	0.066	-1.1384	1.527	0.6583	0.8162	-1.8491	1.6652	-0.3486	-1.1384	-0.5066	1.2703	0.6583	-0.4474	1.2308	0.2042	-1.0396	2.2377	-0.2894	-0.2894	-1.3555	1.369	-0.0722	1.369	0.1844	-1.395	-0.2697	-1.0396	-1.1186	2.4549	-0.0525	0.4411	0.2437	-1.8294	-0.7435	-0.9804	0.6188	0.5793	1.7639	2.0008	0.4213	1.981	0.5003	-0.2302	-0.2697	0.0857	-0.0328	-0.862	2.3759	0.1252	-0.6448	0.2437	2.4351	0.8754	-0.8027	-1.7307	3.3828	-1.2371	1.6652	1.8034	0.2634	0.7767	-1.5332	1.6849	2.8892	-0.6645	2.2574	0.066	0.1844	0.8162	-0.8817	0.0857	-1.3555	-0.0525	0	1.981	4.0343	1.3493	3.1064	-0.092	1.5862	1.6652	0.5201	0.2634	-0.1512	1.3098	0.1844	1.8034	-0.5066	-1.0594	-1.7701	0.3819	-0.4474	1.3887	4.4687	-0.3486	1.3098	0.9347	0.2831	-0.6843	0.1449	-0.3486	0.4016	0.6583	2.672	0.2042	0.8754	1.3887	0.1252	0.599	-0.9409	-0.8225	0.1252	1.2111	-0.1512	-0.783	-0.3881	1.7836	0.1449	-0.1512	-0.092	0.4213	3.0867	1.9416	1.6257	1.0136	-1.6319	2.3562	-0.8027	1.6849	-0.704	-0.0722	-0.6645	-0.9409	-1.1976	0.9149	1.3493	-0.8225	2.0403	-0.862	-0.5856	4.133	0.066	0.5595	-2.2835	-1.8096	-2.3229	0.5398	-0.9409	0.4016	0.1449	0.0067
ESE3	0.5398	-0.783	0.8754	1.3887	-0.7238	-0.171	-0.4276	-0.9014	0.0265	-0.1117	0.8557	0.6977	1.0334	-0.8027	-0.6843	0.4806	-0.6645	0.8359	-0.1117	2.6128	-0.783	1.3295	0.757	3.1459	2.06	5.8112	0.9741	1.5072	1.1913	0.3226	-0.2894	1.1123	-1.2173	3.2446	0.9347	-1.0989	0.1647	0.066	2.6918	-1.6122	4.903	-0.704	0.1647	0.7372	-0.7435	-0.6645	0.8359	2.9682	0.2042	0.4806	0.2634	-0.9014	1.8626	-0.1117	1.5072	0.0857	1.8428	-0.013	0.6188	-0.013	-1.1581	0.9544	-1.0791	-0.3684	2.83	0.1055	-0.0328	1.3098	-0.5066	-0.2104	0.8557	0.0067	0.6583	-0.4868	1.1321	0.5201	2.6918	2.1192	2.3167	-0.2302	0.0462	-1.2568	0.1252	3.442	2.4154	1.7441	1.7836	-1.7899	4.6266	0.8754	0.0462	5.515	2.0008	3.9751	1.4875	1.2703	0.7767	2.2772	-0.2104	6.8773	-0.0722	2.1982	0.9544	2.1785	0.0067	2.9287	0.4016	-1.7307	1.7046	1.981	0	2.83	0.9149	1.9613	0.2831	3.7184	2.8102	-0.6843	0.0265	2.1982	4.5871	2.909	6.9563	-0.0525	0.0067	-0.5066	1.6257	1.4677	1.2308	3.0274	0.0462	2.139	-0.5658	3.9948	0.5793	-0.783	-0.2697	2.06	3.0472	0.7372	0.4411	0.3226	1.4875	0.3029	1.3098	0.1449	-0.9804	2.2377	0.5595	0.3424	0.1844	0.6977	1.981	-0.2894	-0.5856	-0.0525	1.3098	3.4025	3.0472	1.527	1.8823	-0.3881	0.8557	1.1518	3.2051	1.448	1.2703	0.0067	-0.704	-0.3881	2.1785	1.0136	2.0205	0.0067	-1.4543	0.6977	5.2979	-0.1907	3.3828	-1.2766	-0.5856	0.9149	0.3819	0.5595	-1.4345	2.1587	3.2446
EBF2	1.4875	-1.0002	0.1844	-1.1581	1.29	0.4213	-0.0525	-0.092	2.0008	-1.1778	0.6385	0.8162	1.1716	-0.3684	-0.9212	2.751	1.0136	1.6454	0.1055	1.1716	0.5201	0.8952	-0.171	5.4558	0.1844	0.1647	0.4806	4.6266	-0.092	4.0343	0.2437	2.1192	0.2634	12.8595	0.0462	0.066	-0.8422	-0.1907	0.4411	1.0334	0.6385	-0.5461	2.0008	0.6385	-0.4474	-0.862	0.4016	1.4677	-0.3881	1.4282	2.751	-0.1512	9.1083	-0.4276	1.448	-0.2302	1.9218	-1.2568	0.3424	-0.862	-0.2697	-0.092	-0.2104	-0.7238	9.7203	1.6059	0.9347	0.2634	-0.5066	-0.0525	-0.0525	-0.3684	-0.0722	-0.013	0.4016	0.678	4.1133	5.5743	-0.3881	0.8162	-0.171	0.1055	0.2831	1.4875	2.6326	0.1055	1.527	-0.3486	0.5793	0.1449	-0.0525	3.6	2.2772	0.8162	3.3038	1.6652	1.0926	0.066	3.0077	6.7786	-0.3486	3.7184	4.1725	-0.2104	2.3956	2.3167	-0.2302	-1.0989	1.3098	4.0343	2.83	0	5.1004	8.6345	1.0729	5.4558	1.8428	-1.0989	1.2308	4.0541	3.1459	5.752	5.1202	0.4213	-0.6053	-1.0791	4.212	0.1844	1.0136	9.898	-0.6053	-0.2894	1.448	-1.0594	-0.4671	-1.1186	1.1321	1.4677	2.0205	2.3956	-0.9804	0.5595	2.3364	0.1449	2.5733	-0.2499	0.7767	1.2308	0.5003	1.2111	-0.6053	0.4411	12.4646	0.9939	-0.8225	0.0857	1.981	-0.1117	2.2377	4.5279	2.9287	1.1321	0.8557	1.2111	-0.704	1.4875	-0.5658	-0.7435	-0.3684	0.1449	3.3828	2.0798	0.3226	0.5003	0.1647	0.4411	8.6542	-0.6053	4.0343	-0.4474	0.1449	-1.0791	2.0798	0.9149	0.8754	0.9347	-0.6645
GID1C	1.5862	0.7965	-0.9014	-1.3753	0.757	1.1518	-0.092	0.0857	0.8952	2.8892	-0.0722	2.0403	0.678	2.0008	0.4016	0.9939	-0.2697	0.9544	1.6849	1.3098	1.1913	-0.0328	-0.3486	2.2377	0.5201	0.0067	0.2831	0.6188	0.4016	2.672	-0.2302	1.0531	-1.3555	3.1459	2.0995	-0.171	-1.1581	-0.2499	-0.5856	0.5793	-0.5658	-0.2894	1.0729	0.8754	-1.0002	-0.1512	0.3226	-0.3486	0.1844	2.9682	1.2111	-0.6843	3.0274	-0.2104	1.1123	0.4411	0.757	-1.1186	0.3424	1.0729	0.0857	-0.8422	0.1252	1.0926	1.448	1.6257	1.4085	3.0669	-1.8096	0.4213	3.8171	0.0857	0.1844	-1.5727	0.0857	3.1854	1.7639	2.5338	-2.244	0.4806	1.7244	-0.5658	0.2831	-0.013	0.7767	-0.9804	0.6583	-0.2499	-1.0594	0.3819	0.8162	0.7965	0.6583	1.1321	0.757	1.3493	0.599	-1.6122	0.9544	1.7244	-0.6053	1.3098	0.4411	0.2239	1.29	2.0798	-0.4474	0.678	2.1587	1.3493	0.9149	5.1004	0	4.3502	0.6188	1.5862	0.3621	-0.3289	0.4806	1.3887	1.5072	2.0995	2.5338	0.3029	-1.0594	-0.3881	2.1982	0.0265	1.0531	1.7441	0.1252	-0.3881	2.1982	-1.2173	0.5003	-0.4079	0.8557	-0.2894	3.2249	2.1982	-0.7632	0.3819	1.1716	1.527	2.5931	-0.1315	1.6652	0.3424	0.5595	2.909	-0.4079	-0.0328	2.9287	2.0205	-0.171	1.1123	0.3029	-0.625	0.6385	2.8497	1.369	1.9021	-0.092	1.369	-0.9804	0.8162	-0.8422	0.2042	0.7767	1.6454	2.3759	0.9149	1.0334	-0.3289	-0.7632	0.4608	3.7184	-0.8422	1.8823	-0.0722	0.2437	-0.2302	1.2308	0.4806	0.0265	0.2634	-0.4079
NAC6	-1.0791	-0.1117	-1.2568	-1.3753	1.8626	1.3493	0.1844	-1.0396	1.29	0.678	2.6918	1.1716	0.678	0.0462	-1.5727	0.7767	-0.092	1.527	-0.5856	0.9149	2.2574	0.5398	-0.1315	3.6987	1.2308	0.4016	-0.0722	3.2643	-0.7435	2.1785	-0.0722	3.1459	0.1844	7.2722	-0.171	-0.171	-1.2963	0.8952	-0.2499	0.9347	-1.0791	-0.4671	1.0729	1.29	-0.4276	-0.9607	0.6977	0.6583	0.7965	2.8102	1.7639	-1.0002	4.7253	-0.3092	0.8557	0.757	2.1587	-0.9409	-0.0328	-1.3358	-0.3486	0.4016	0.8162	0.0265	4.9622	1.7441	3.2841	0.9741	-0.092	-0.6645	1.2111	-0.3684	-0.1117	-1.3753	-0.1315	0.9741	6.8378	4.4687	0.1252	0.9741	-0.2104	0.2437	1.1913	0.4806	2.1982	-0.5658	0.4016	0.4411	-0.6843	0.1449	0.3621	2.4746	1.4085	-0.2302	2.3562	2.6128	-0.2894	-1.3358	1.5467	4.3897	-0.9804	4.8833	2.9682	-0.625	0.6188	4.4489	0.2831	0.066	0.9544	3.1064	1.9613	8.6345	4.3502	0	3.2446	3.1854	1.2308	-0.9014	1.5862	1.7244	2.6918	3.6395	3.9751	0.7965	-0.5856	-0.862	3.4618	0.0462	0.6385	5.3176	0.0857	0.4016	-0.3684	-1.5135	-0.3289	-1.7504	0.3029	-0.0525	2.5733	2.0403	-0.4868	3.1854	1.8626	2.8892	2.1587	0.3424	0.8162	0.3621	-1.0199	1.8626	0.4016	0.2831	6.5812	0.599	-0.7435	1.0729	1.9021	0.7175	1.6454	2.5338	2.7708	1.0926	-0.7238	0.9741	-1.0791	2.3956	-0.4276	-0.5461	-0.3092	2.4746	8.5752	0.599	-0.4671	-1.474	-1.0199	1.1321	7.4499	-0.7632	3.5605	0.3819	0.5201	0.4608	1.4282	0.3029	-0.2302	0.678	-0.8422
AT5G43450	-0.4474	0.7175	-1.3358	-0.9014	0.9741	0.6583	1.0136	0.2634	-0.5066	0.4213	0.5398	2.0205	0.0265	0.6977	-1.5135	0.7175	-0.2302	2.3956	-0.2894	-0.4671	0.4016	0.9347	0.0067	1.0334	0.7175	0.7965	-0.0722	1.1123	-0.9212	0.7372	0.4016	0.5398	0.0462	1.448	0.4213	0.6385	-0.171	0.3424	-0.1117	1.6257	-1.0002	0.5201	0.7175	0.8557	0.1252	0.9149	0.678	0.5398	0.0462	2.6918	0.7965	0.678	0.3621	0.678	0.6977	0.3226	0.8952	1.3098	0.9149	-0.3289	0.9741	0.5003	0.4213	0.8359	0.9347	0.0462	2.3956	0.5595	1.3493	0.4411	1.1716	-0.4079	-0.2697	0.066	-0.6053	0.6188	1.527	2.3167	0.7767	-0.9804	-0.171	0.3424	0.9347	-1.3753	1.448	0.2634	-0.1512	0.5003	0.5003	-0.3684	-0.0525	0.2634	-0.8817	0.9741	0.4411	-0.3289	-0.0525	-0.171	0.599	0.6583	-1.2963	2.1587	1.981	-0.2302	0.9939	2.7905	-0.2499	0.5595	-0.171	-0.092	0.2831	1.0729	0.6188	3.2446	0	0.9347	-0.0722	-0.4276	0.7965	2.0995	0.3621	1.6652	0.7965	0.0462	-1.2371	3.442	0.2437	0.5003	0.4016	0.599	0.9544	-0.4079	0.8557	-1.0002	-0.783	-0.6448	0.4213	-0.0722	1.448	0.2042	-0.4079	1.448	1.7046	3.0077	0.5793	-0.1315	1.2111	0.5398	-0.9804	1.5072	1.6849	-0.6053	0.8162	0.0067	-0.6645	1.29	0.1449	0.1055	0.1449	0.3226	0.3621	0.5003	-0.5066	0.4016	-1.0396	0.7965	0.7175	0.1844	2.2377	2.139	1.448	0.5003	0.5595	0.2634	-1.6517	1.3098	2.3956	0.9544	1.7639	1.2703	2.5733	0.7372	-0.6448	0.1252	0.4608	0.2831	-0.3092
AT5G44260	1.8823	-0.6448	1.0334	0.2239	-0.4276	0.3029	-1.0199	-0.7435	-0.5066	0.1252	3.2446	1.2308	0.6188	0.5201	-0.3289	2.0205	0.4411	0.1844	-1.1581	1.1321	-0.6448	0.5201	0.9939	5.9691	3.2051	1.5862	0.6188	2.0798	0.8754	2.6128	1.2505	2.4746	1.5072	4.5279	-0.5658	1.0136	-0.3684	0.3621	1.3098	0.8359	1.6059	-0.2894	1.1123	1.4677	-0.625	-0.8422	1.6257	3.0472	0.3424	1.8231	0.9741	-0.7435	3.0472	0.2042	2.83	0.8162	0.5201	-0.1512	0.8754	-1.0002	-1.553	1.7244	-0.3486	0.9149	3.8764	2.7115	-0.3684	1.9021	-0.3486	0.3819	1.3098	0.0857	0.4213	0.4806	2.6523	0.7965	1.369	2.1785	0.3424	0.0857	0.0857	0.7372	0.6385	2.83	3.1459	0.9347	3.4025	-0.2302	1.2703	0.7965	0.0067	3.7579	2.0205	-0.013	4.2515	2.7708	-0.0722	1.8428	0.9544	5.1597	0.6188	3.1261	2.139	0.9741	3.2446	3.0274	-0.3486	-0.6843	3.0077	1.5862	3.7184	5.4558	1.5862	3.1854	0.9347	0	1.9613	-1.0396	1.2703	3.3038	3.1656	2.4746	4.5476	-0.0525	1.5072	-0.7238	2.1785	0.1055	3.5605	6.5219	-0.5066	1.6059	1.6652	2.672	-0.6053	1.1123	-0.2104	1.7244	2.3562	1.4875	-0.1117	0.9939	1.7639	0.7767	0.6583	1.1716	0.9939	1.6652	0.9347	1.6652	-0.013	1.2111	4.6858	2.3167	-2.244	-0.1315	1.8823	2.2772	2.2377	1.9021	2.4351	-1.0002	0.2239	1.4085	0.5595	1.9021	0.3029	-0.5461	0.3226	-0.1512	3.3433	0.0067	-0.625	1.6454	-1.5727	1.4282	5.6533	-0.171	5.2189	-0.4868	-0.092	0.2437	1.5467	0.7965	-0.8817	1.1321	0.2042
HAT2	1.8626	-0.9804	-0.4276	0.0067	0.3226	0.8754	0.3819	0.2831	3.1656	0.7175	2.1192	-0.2697	1.9218	-0.4079	-0.3684	2.139	-0.5461	0.2239	-0.1315	0.2437	0.4213	-0.704	0.1449	0.8557	0.757	2.0008	-0.4868	1.7441	0.1647	2.0995	0.2437	3.2643	0.757	2.7115	1.0531	0.2239	-0.0722	-0.3289	-0.4671	-1.1581	0.5201	-0.7435	3.2446	1.0334	0.1055	-0.5461	0.9939	3.2249	-0.3486	2.1587	1.0136	1.0334	1.4282	-1.1384	1.9416	1.9416	1.4282	-0.013	0.4016	0.1647	-0.9607	0.7372	0.2042	0.5003	3.3038	0.7965	0.0857	1.0729	-1.0594	-0.8225	0.3819	0.2831	0.4016	0.0857	1.7244	1.8231	0.9347	0.4806	-0.8027	-0.2499	0.8754	-0.8225	0.4213	1.7639	7.3709	0.9544	4.4489	-0.171	0.5201	-0.013	0.599	1.7441	-0.2697	3.6	2.8102	2.0798	1.29	-0.013	-0.0525	6.0679	0.4213	0.0462	-0.783	5.1794	0.0265	1.7244	1.448	-0.7238	0.8557	1.6652	2.8102	1.8428	0.3621	1.2308	-0.0722	1.9613	0	0.4411	-0.2697	2.6523	-0.0722	1.6652	0.8359	0.1844	-0.2697	-0.2302	-0.4276	1.8034	1.7244	1.7639	-0.9409	1.0136	0.5398	4.5476	0.0265	-0.1315	0.2437	1.8034	2.1587	0.1252	0.2042	0.5398	5.2584	0.5793	1.7639	-0.171	0.4806	-0.171	0.4806	0.3819	-0.9607	2.4351	1.4282	1.4677	-1.0002	0.0462	0.5595	1.6652	0.2042	-0.0525	1.6059	0.8952	-0.3881	0.6188	0.4016	1.6454	0.678	-1.0199	-1.5332	0.5201	2.9682	1.6257	0.2239	0.4411	0.1647	0.0067	1.6257	-0.4079	1.8034	-0.4276	-0.704	0.4016	1.3887	-0.3092	-0.0525	3.6395	4.3897
AT5G47420	0.2634	0.2437	0.4806	0.3621	1.3493	-1.2568	0.9741	-0.1117	0.7372	-1.5135	0.1647	-1.0594	0.9149	-0.8225	-0.3092	-0.4276	-0.7435	-0.3486	0.2239	-0.9409	-0.171	-0.2499	0.3226	-0.3092	0.2437	-0.8817	1.0334	0.4213	1.6059	0.9544	-0.8027	-0.4276	0.2239	-0.2499	1.0136	1.8034	0.6188	-0.3092	-0.7238	-0.1117	0.4016	5.2584	1.6059	-0.3486	2.2772	2.0798	1.7046	-1.1186	-0.8817	-1.1186	-0.7632	0.066	-0.013	-0.4868	1.6059	0.6188	0.4411	0.3029	0.2437	0.5793	2.0995	-1.7504	-0.783	-1.0002	0.5793	-1.6319	-0.8817	-0.9607	1.0926	-0.8817	-0.6448	-0.171	0.0265	-0.8817	0.6583	0.9741	-1.6122	-0.5856	-0.7435	-0.013	-0.0525	-0.6645	-0.704	0.0857	0.066	-0.171	-0.2697	0.1844	-0.5066	-0.4276	0.2831	-0.0722	-0.2697	0.1449	-1.0594	0.066	0.3226	0.599	3.1459	-0.2302	-0.1315	-1.5332	0.7372	0.6188	0.1647	-1.2568	0.0462	0.5595	0.2634	0.5201	-0.6843	-1.0989	-0.3289	-0.9014	-0.4276	-1.0396	0.4411	0	-0.783	-0.6843	-0.3684	-0.0525	-1.0396	-1.2173	-0.2894	1.8034	-0.4079	0.9149	-0.3289	-1.1581	1.0136	1.6652	-0.6843	-0.704	0.1449	-0.5658	2.4549	0.5595	-1.5332	-0.1117	-0.4474	0.3029	0.2042	0.4411	-0.3289	-0.6645	-0.4671	-0.4868	-1.0002	-0.2499	0.4411	-0.625	-0.704	-1.1186	0.3226	-0.171	-0.7632	-0.4868	-0.5658	0.1449	0.1647	0.3819	0.6188	-1.5727	-0.704	-1.4937	0.9347	2.8695	-1.2371	0.2042	-0.9014	-0.2894	0.2239	0.066	1.9218	-0.3486	-0.5263	1.7836	-1.1778	-0.0525	-1.7504	-1.0791	1.527	0.066	0.2437	-0.5856	-0.2302
TDT	1.0136	-0.4671	1.4677	0.2437	0.066	0.3226	-0.2499	0.8754	0.0265	0.6977	1.5072	1.3098	2.1192	0.599	-0.7238	1.1518	0.2437	2.3956	2.2377	0.1252	0.8359	0.757	3.5605	1.5072	1.1123	0.757	1.5862	-0.1315	0.2042	2.0008	-0.1907	1.6849	1.9021	0.0857	1.9613	0.6977	-0.4276	0.5398	-0.3881	-0.7435	0.1647	-1.6714	2.4154	2.6326	-0.2302	-1.5727	1.0136	1.2505	0.1647	0.7372	1.29	-0.6645	-0.4079	-1.0791	1.448	0.5398	0.1252	0.4806	1.2703	2.7708	-0.8422	0.0462	1.0334	1.7836	-0.704	1.981	1.0729	2.6128	-0.5658	1.2703	-0.4276	0.2634	-0.3486	0.4806	-1.0594	-1.0002	0.8754	2.1587	0.6385	1.6849	1.4677	2.6326	0.2239	-0.5658	-0.6645	-0.1117	-0.0328	3.2249	0.5003	1.1123	3.3038	0.7372	0.3029	0.3424	1.0334	0.0067	1.1913	0.3819	-0.1907	-0.6448	-0.1907	4.3107	0.0265	-0.783	1.6652	1.8626	0.757	-0.1512	0.2831	0.2634	0.0265	1.2308	0.4806	1.5862	0.7965	1.2703	-0.2697	-0.783	0	0.5595	-1.0396	1.527	-0.0722	-0.1315	-0.8422	-1.0396	1.5467	-0.625	2.4549	0.0067	-0.4671	-0.2697	2.06	0.2634	-0.2302	0.3819	0.4411	0.5398	1.2505	0.757	1.1913	1.981	1.2505	0.7965	0.0462	-0.862	2.4549	0.4411	1.5072	-0.4276	2.139	0.0067	0.678	-0.0722	-1.4148	1.8626	-0.6645	-0.783	-1.0396	0.4411	0.0857	1.448	-0.3881	-0.1907	-0.0525	2.672	0.9544	-1.5925	0.1252	0.8754	3.5605	0.9741	1.3887	1.4677	-0.0328	2.5536	0.0265	1.0926	0.4411	0.7767	3.1261	2.1982	0.6385	0.6188	-0.3684	-0.1512	-0.704
PAT1	1.8231	-0.862	0.3424	-0.3486	0.8952	0.2634	0.7175	-0.7632	3.0669	-0.2894	0.4213	0.7767	0.8557	-1.1186	0.1252	1.8823	1.1123	2.1587	-0.625	1.6849	-0.3289	-0.0525	1.4085	2.3759	-0.2499	3.2841	0.4411	0.9544	2.06	1.8626	1.9416	2.5931	1.6059	2.9287	1.5072	1.448	-0.5658	-0.1907	1.4875	0.2634	2.0205	-0.4276	1.1716	0.2634	-0.4474	0.0857	0.5595	2.2969	-0.171	2.1587	3.3828	-0.0722	1.7639	-0.2894	-0.625	1.6257	-0.4868	0.066	0.6977	0.1647	0.8359	1.8626	-0.3486	0.6385	3.9553	0.9149	0.7175	-1.2173	0.599	0.5201	1.1321	-0.3092	0.4411	-0.4671	-0.4671	-0.2894	1.369	3.5605	0.0857	-0.625	-0.3289	0.0462	-0.3289	1.448	2.8497	0.757	1.4875	-1.3555	1.6059	-1.0594	1.4875	1.8034	1.29	1.3887	2.0995	0.5003	2.672	3.2841	1.3887	2.7313	0.1252	2.3364	3.0867	1.4282	0.4213	1.0531	0.4411	0.0265	-0.1315	-0.1512	2.1982	4.0541	1.3887	1.7244	2.0995	3.3038	2.6523	-0.6843	0.5595	0	2.218	1.448	3.2643	0.2634	0.3029	-0.5461	1.7046	1.0729	0.757	2.5733	-0.2499	1.29	0.3621	2.7905	-0.1315	1.7244	1.1716	3.1459	1.2308	1.29	0.9939	0.1252	1.2505	0.7372	0.5201	-0.1315	0.8359	0.1844	0.4608	0.3819	1.1913	0.5595	4.5476	-0.4079	-0.862	0.9939	-0.4079	0.7372	0.6583	1.5664	1.8626	-0.0525	-0.8422	0.3029	1.3295	1.5072	-0.704	-0.8422	2.1785	1.29	0.5003	0.0265	0.9741	0.6188	0.1252	0.5398	2.4944	0.4016	2.0995	0.9544	1.29	0.7175	-0.1315	-0.704	-0.5263	2.6918	1.0729
AT5G49170	1.1716	-0.7238	0.7372	0.3029	-0.9212	-0.2697	-0.2499	-0.1117	-0.092	0.0857	0.4608	-0.1315	-0.5263	-0.6448	-0.2302	0.6583	-0.092	0.2437	-0.092	5.9494	-0.1907	-0.1512	-0.1315	1.4677	-0.3881	4.6661	-0.9014	2.3562	0.6977	0.6583	3.7579	1.8034	-0.8027	3.9159	-0.625	-1.8491	-0.3881	-0.3881	2.751	-1.4345	1.29	-0.9804	0.0067	-0.0525	-1.3161	-1.5727	1.5072	3.4815	-0.4868	1.1518	1.2505	-1.0989	2.2574	0.3226	-0.3289	0.1844	0.4411	-0.4276	0.8952	-1.4543	-0.7238	-0.0328	-0.3486	-0.4474	4.7253	0.7965	0.8162	0.1252	-0.8422	0.9741	1.1518	-0.3486	0.2634	-0.6053	-0.2894	0.0462	2.6523	2.4746	0.8952	-0.2499	-1.7701	-2.2637	-0.5658	3.4025	0.2239	0.2042	0.8162	-2.9745	0.5003	-0.8027	-0.9607	6.2455	3.0077	2.6918	2.4154	0.4213	-0.783	2.5141	0.4213	4.8833	1.6257	0.6583	1.8626	1.5664	0.2831	1.5467	-1.9083	-0.5658	0.599	1.3098	4.5871	3.1459	1.5072	2.6918	0.3621	3.1656	-0.0722	-0.3684	-1.0396	2.218	0	2.1785	8.0619	-1.0396	0.6583	-0.7632	3.3236	1.0729	-0.5461	4.8043	0.5595	0.8359	0.066	1.6849	0.1449	0.678	-0.6645	2.5141	0.1647	-0.2894	0.2239	0.9347	0.0857	0.1449	1.5467	-0.9409	-0.3289	0.1055	1.6059	0.5003	-0.2697	1.448	3.7184	-0.3881	-1.5727	0.2239	1.0334	1.981	4.1133	1.2111	2.5338	0.0067	-0.5658	2.0008	2.6128	-0.1512	-0.5066	0.3621	-0.625	0.3029	0.757	-0.8027	-0.0328	-0.7435	-0.6053	-0.2697	6.2653	-0.2697	1.3098	-1.474	-1.553	-0.4474	-0.6053	0.4213	-0.8817	0.9741	2.4351
AT5G49700	0.4411	1.0926	0.8162	0.3226	0.5398	0.0462	0.3819	0.4608	-0.3486	-0.4671	0.1647	1.0926	0.9939	-0.4868	-1.9083	2.1587	0.9544	2.0008	0.0067	2.2969	1.4677	2.4944	-0.2894	3.3828	1.4677	0.6188	1.2505	5.6138	-0.8422	3.6395	1.0926	1.6652	-0.6645	5.1992	0.5793	1.3887	0.4213	0.599	0.4608	-0.6645	0.1055	0.5595	1.5664	0.4806	0.0857	-0.1315	1.8034	1.9613	1.0136	1.4875	2.672	0.678	5.1202	-0.0722	1.8823	0.3621	3.2643	-0.8817	1.3493	-0.1907	0.3029	2.0205	0.6583	1.9218	5.2979	0.0857	0.7372	1.1716	1.3887	0.0265	0.9741	-0.4474	-0.3684	0.6385	1.448	-0.625	3.1854	4.0541	1.8034	0.3029	-1.3358	1.0729	0.6583	1.3098	4.4094	1.3295	1.4282	0.2437	0.8754	1.5467	0.2437	1.7836	0.8162	0.5003	3.9356	1.6257	0.2437	-1.0594	1.3887	3.3828	0.6385	1.9416	3.0472	0.0067	2.3956	1.9218	0.2634	-0.4474	1.1518	0.1844	2.909	5.752	2.0995	3.6395	1.6652	2.4746	1.6652	-0.0525	1.527	1.448	2.1785	0	2.4944	0.2634	-0.1512	0.8162	3.3236	0.6188	0.9347	2.4549	0.9741	-0.9014	0.2831	-0.7238	0.1844	-0.2302	0.7767	1.9613	3.3236	-0.4868	-0.5658	0.0265	2.6523	0.8557	4.0343	-0.0722	-0.704	0.6977	0.6583	0.7965	1.1123	1.1123	5.2979	0.5201	0.4411	0.757	2.0205	1.9613	1.7639	1.9218	2.9287	3.9553	0.9741	1.6454	0.3621	3.3038	-0.862	-0.5066	-0.5066	1.6849	2.9287	0.8754	1.6652	0.4806	-0.013	0.9939	3.8764	-0.6843	5.3768	0.9939	0.1647	-0.1907	0.4213	0.6977	-0.2697	0.8359	-0.0722
